OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
VODAFONE OMNITEL,2014 October 28,REALIZZATO,UDINE,UD,365334.9,5105914.7
VODAFONE OMNITEL,2014 July 07,REALIZZATO,RIVE D'ARCANO,UD,347465.5,5109291.6
VODAFONE OMNITEL,2016 September 14,REALIZZATO,MOIMACCO,UD,374652.9,5105000
TELECOM ITALIA MOBILE,2014 March 13,REALIZZATO,NIMIS,UD,365509.1,5116485.1
TELECOM ITALIA MOBILE,2018 February 07,REALIZZATO,BUIA,UD,352306.2,5121646.9
WIND-TRE,2017 March 30,REALIZZATO,SOCCHIEVE,UD,332602.2,5140113.8
WIND-TRE,2012 November 08,DA REALIZZARE,ARBA,PN,329594.5,5113211.6
WIND-TRE,2012 March 22,REALIZZATO,FAGAGNA,UD,352457.2,5107106.6
VODAFONE OMNITEL,2015 January 23,REALIZZATO,MONTEREALE VALCELLINA,PN,319334.1,5113574.7
ILIAD ITALIA,2018 November 15,DA REALIZZARE,UDINE,UD,362553.8,5103318.9
VODAFONE OMNITEL,2019 January 11,REALIZZATO,LIGNANO SABBIADORO,UD,354216.6,5060280.6
VODAFONE OMNITEL,2014 April 17,REALIZZATO,MAGNANO IN RIVIERA,UD,359227.1,5120655.5
TELECOM ITALIA MOBILE,2017 October 25,REALIZZATO,FONTANAFREDDA,PN,313049.1,5095314.2
WIND-TRE,2017 July 14,REALIZZATO,TRIESTE,TS,402602.1,5055089.2
TELECOM ITALIA MOBILE,2017 February 13,REALIZZATO,GRIMACCO,UD,389645.9,5112124.4
TELECOM ITALIA MOBILE,2014 April 14,REALIZZATO,FORNI DI SOPRA,UD,312905.4,5145755.2
VODAFONE OMNITEL,2015 October 29,REALIZZATO,TARVISIO,UD,390412.3,5150762.5
TELECOM ITALIA MOBILE,2016 January 15,REALIZZATO,FAGAGNA,UD,352372.5,5107258.8
TELECOM ITALIA MOBILE,2019 August 22,DA REALIZZARE,POZZUOLO DEL FRIULI,UD,361743.1,5096523.3
TELECOM ITALIA MOBILE,2013 May 06,REALIZZATO,TRIESTE,TS,400396.9,5061806.6
TELECOM ITALIA MOBILE,2015 August 04,REALIZZATO,BUDOIA,PN,309642.2,5102155.9
WIND-TRE,2010 November 11,REALIZZATO,SEDEGLIANO,UD,343082.5,5096742.3
VODAFONE OMNITEL,2014 November 03,DA REALIZZARE,CAMPOLONGO AL TORRE,UD,374540.7,5080811.6
VODAFONE OMNITEL,2015 June 22,REALIZZATO,ZOPPOLA,PN,327550.1,5091444.9
TELECOM ITALIA MOBILE,2014 July 14,REALIZZATO,POVOLETTO,UD,368912.1,5109376
WIND-TRE,2017 June 27,REALIZZATO,TRIESTE,TS,403759,5054398.1
ALTRO GESTORE,2015 December 23,REALIZZATO,AZZANO DECIMO,PN,322059.8,5082966.4
WIND-TRE,2019 January 08,REALIZZATO,GORIZIA,GO,394160.1,5089766.8
ALTRO GESTORE,2002 March 25,DA REALIZZARE,PONTEBBA,UD,372018,5152338.9
ALTRO GESTORE,2016 October 20,REALIZZATO,SEDEGLIANO,UD,343084,5096726.2
VODAFONE OMNITEL,2015 April 17,REALIZZATO,PAVIA DI UDINE,UD,370124.6,5092874.3
TELECOM ITALIA MOBILE,2015 November 25,REALIZZATO,SAN QUIRINO,PN,320622,5099839
WIND-TRE,2017 May 03,REALIZZATO,CAMPOLONGO AL TORRE,UD,375017.3,5080362.9
TELECOM ITALIA MOBILE,2015 December 24,DA REALIZZARE,LIGOSULLO,UD,353506.2,5157401
TELECOM ITALIA MOBILE,,DA REALIZZARE,SAPPADA,UD,325246.1,5158402.5
VODAFONE OMNITEL,2018 May 15,DA REALIZZARE,GRADO,GO,374535.4,5059404.7
VODAFONE OMNITEL,2014 August 19,REALIZZATO,FIUME VENETO,PN,323067.4,5090702.4
WIND-TRE,2018 May 08,REALIZZATO,GORIZIA,GO,393459.8,5088563.3
WIND-TRE,2018 January 26,REALIZZATO,GRADISCA D'ISONZO,GO,381474.6,5082264.4
VODAFONE OMNITEL,2015 December 29,REALIZZATO,FONTANAFREDDA,PN,310217,5096213.8
TELECOM ITALIA MOBILE,2012 August 10,REALIZZATO,CASARSA DELLA DELIZIA,PN,332531.7,5091463.3
ALTRO GESTORE,2004 January 12,REALIZZATO,DUINO AURISINA,TS,395631,5067430.9
WIND-TRE,2019 June 10,DA REALIZZARE,SPILIMBERGO,PN,338140.8,5108167.5
TELECOM ITALIA MOBILE,2015 October 29,REALIZZATO,FONTANAFREDDA,PN,310217,5096213.8
TELECOM ITALIA MOBILE,2014 October 27,REALIZZATO,AIELLO DEL FRIULI,UD,372024.2,5082165.1
TELECOM ITALIA MOBILE,2012 October 26,REALIZZATO,BUIA,UD,355602.8,5120749.9
TELECOM ITALIA MOBILE,2012 November 19,REALIZZATO,SESTO AL REGHENA,PN,336196.6,5082742.9
WIND-TRE,2017 May 03,REALIZZATO,FOGLIANO REDIPUGLIA,GO,381499.6,5078953.4
VODAFONE OMNITEL,,REALIZZATO,MALBORGHETTO VALBRUNA,UD,377487.1,5150626.8
TELECOM ITALIA MOBILE,2017 July 06,DA REALIZZARE,TRIESTE,TS,402899.4,5055131.4
VODAFONE OMNITEL,2018 March 16,REALIZZATO,LATISANA,UD,349855.5,5061815.3
TELECOM ITALIA MOBILE,2017 September 25,REALIZZATO,UDINE,UD,362997,5103153.7
WIND-TRE,2018 February 12,REALIZZATO,GRADISCA D'ISONZO,GO,382825.6,5084294.3
ILIAD ITALIA,2018 November 20,DA REALIZZARE,UDINE,UD,363000.8,5102702.9
VODAFONE OMNITEL,2008 November 04,REALIZZATO,PASIAN DI PRATO,UD,358663.2,5101820.1
VODAFONE OMNITEL,2015 October 29,REALIZZATO,VARMO,UD,343658.4,5083789
TELECOM ITALIA MOBILE,2017 August 21,DA REALIZZARE,UDINE,UD,364858.9,5103656.2
TELECOM ITALIA MOBILE,,REALIZZATO,RESIA,UD,369263.6,5137125.3
VODAFONE OMNITEL,2018 January 30,REALIZZATO,TRIESTE,TS,404184,5054481.1
VODAFONE OMNITEL,2014 March 18,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
TELECOM ITALIA MOBILE,2015 April 16,REALIZZATO,AMPEZZO,UD,327038.4,5142912.9
WIND-TRE,2017 August 28,REALIZZATO,TRIVIGNANO UDINESE,UD,371899.1,5088741.8
VODAFONE OMNITEL,2015 May 29,REALIZZATO,CORDOVADO,PN,335702.6,5080533.2
VODAFONE OMNITEL,2015 October 08,REALIZZATO,TOLMEZZO,UD,347245.1,5140357
WIND-TRE,2017 August 18,REALIZZATO,TRIESTE,TS,405401.8,5053242.3
VODAFONE OMNITEL,2015 July 07,REALIZZATO,GEMONA DEL FRIULI,UD,355055.6,5125973.9
ILIAD ITALIA,2019 September 30,DA REALIZZARE,TRIESTE,TS,401761.8,5061853.1
WIND-TRE,2011 September 26,REALIZZATO,RUDA,UD,376482.7,5077203.7
ALTRO GESTORE,2018 January 02,DA REALIZZARE,TRIESTE,TS,405427.8,5055591.7
ALTRO GESTORE,2006 October 18,DA REALIZZARE,PORDENONE,PN,316364,5093407.1
TELECOM ITALIA MOBILE,2018 June 26,REALIZZATO,BUIA,UD,356474.08,5119162.53
TELECOM ITALIA MOBILE,2014 January 09,REALIZZATO,TRICESIMO,UD,361352.8,5113756.9
TELECOM ITALIA MOBILE,2017 June 12,REALIZZATO,TRIESTE,TS,407469.9,5052400.6
WIND-TRE,2012 August 31,DA REALIZZARE,TRIESTE,TS,406539.1,5055003
TELECOM ITALIA MOBILE,2013 May 29,DA REALIZZARE,TRIESTE,TS,401319,5062485.4
VODAFONE OMNITEL,2016 February 09,DA REALIZZARE,TRIESTE,TS,407047.8,5052831.1
ILIAD ITALIA,2018 November 20,DA REALIZZARE,UDINE,UD,363191.7,5102071.1
TELECOM ITALIA MOBILE,2017 May 18,REALIZZATO,TRIESTE,TS,407199,5055199.1
TELECOM ITALIA MOBILE,2017 February 13,REALIZZATO,UDINE,UD,365728.2,5103420.2
VODAFONE OMNITEL,2016 August 30,DA REALIZZARE,LESTIZZA,UD,355380.4,5092003
ALTRO GESTORE,2007 October 24,REALIZZATO,PALMANOVA,UD,367861.8,5085303.6
VODAFONE OMNITEL,2013 October 15,REALIZZATO,GRADO,GO,375760.7,5059706
TELECOM ITALIA MOBILE,2015 December 10,DA REALIZZARE,ATTIMIS,UD,368724.3,5115941.9
TELECOM ITALIA MOBILE,2014 October 20,REALIZZATO,TRAMONTI DI SOTTO,PN,326195.1,5124256.9
VODAFONE OMNITEL,2014 September 01,REALIZZATO,SACILE,PN,303711.1,5090968.2
VODAFONE OMNITEL,2013 December 23,REALIZZATO,MALBORGHETTO VALBRUNA,UD,377806.1,5150609.8
TELECOM ITALIA MOBILE,2018 August 10,REALIZZATO,PORCIA,PN,313733,5092391.2
ILIAD ITALIA,2019 July 19,DA REALIZZARE,GORIZIA,GO,394160.1,5089766.8
TELECOM ITALIA MOBILE,2017 September 29,DA REALIZZARE,UDINE,UD,364064.2,5099546.4
ALTRO GESTORE,2016 July 20,REALIZZATO,POVOLETTO,UD,368359.9,5108058.1
VODAFONE OMNITEL,2014 September 04,REALIZZATO,CERVIGNANO DEL FRIULI,UD,369790.6,5080159.2
VODAFONE OMNITEL,2015 July 14,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
WIND-TRE,2019 April 09,REALIZZATO,VILLESSE,GO,378584.6,5080067.5
VODAFONE OMNITEL,2014 September 23,REALIZZATO,MONRUPINO,TS,406477.8,5063431.9
TELECOM ITALIA MOBILE,2017 June 12,REALIZZATO,UDINE,UD,363892.7,5103460.1
VODAFONE OMNITEL,2014 September 16,REALIZZATO,DUINO AURISINA,TS,390415.3,5071714.6
VODAFONE OMNITEL,2015 July 14,REALIZZATO,BUTTRIO,UD,371514.2,5095596.9
ALTRO GESTORE,2016 August 03,REALIZZATO,FONTANAFREDDA,PN,310112.7,5096183.7
VODAFONE OMNITEL,2011 September 16,REALIZZATO,TRASAGHIS,UD,350462.9,5130344.8
VODAFONE OMNITEL,2014 September 17,REALIZZATO,SAN PIER D'ISONZO,GO,380778.6,5078225.9
TELECOM ITALIA MOBILE,2015 May 07,REALIZZATO,ROVEREDO IN PIANO,PN,315554.2,5095320.9
TELECOM ITALIA MOBILE,,REALIZZATO,SAPPADA,UD,323588.6,5161520.6
TELECOM ITALIA MOBILE,2014 September 19,DA REALIZZARE,GORIZIA,GO,392469,5088033
TELECOM ITALIA MOBILE,2014 February 03,REALIZZATO,SEDEGLIANO,UD,343031.8,5096734.6
VODAFONE OMNITEL,2004 October 22,REALIZZATO,FAEDIS,UD,372596,5110888.4
TELECOM ITALIA MOBILE,2015 January 23,REALIZZATO,CIVIDALE DEL FRIULI,UD,378706.2,5105877.6
VODAFONE OMNITEL,2014 December 10,REALIZZATO,DIGNANO,UD,342385.5,5108792.4
TELECOM ITALIA MOBILE,2014 June 06,REALIZZATO,MONFALCONE,GO,385191.1,5074856.5
WIND-TRE,2017 September 05,REALIZZATO,DUINO AURISINA,TS,391399.4,5070465.2
TELECOM ITALIA MOBILE,2014 September 17,REALIZZATO,ROMANS D'ISONZO,GO,377184.7,5083839.5
WIND-TRE,2011 June 08,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381000.4,5072359.2
ALTRO GESTORE,2003 September 15,REALIZZATO,TRIESTE,TS,404067.5,5057270.5
TELECOM ITALIA MOBILE,2017 April 11,REALIZZATO,TRASAGHIS,UD,351710.6,5126564.1
WIND-TRE,2019 February 19,REALIZZATO,ROMANS D'ISONZO,GO,379372.6,5083663.4
WIND-TRE,2017 June 27,REALIZZATO,SGONICO,TS,402141.7,5062994.3
TELECOM ITALIA MOBILE,2017 March 28,DA REALIZZARE,FORNI AVOLTRI,UD,328078.9,5160985.7
WIND-TRE,2017 June 01,REALIZZATO,FORNI DI SOPRA,UD,314981.6,5141042.1
TELECOM ITALIA MOBILE,2013 March 05,REALIZZATO,TRIESTE,TS,404967.1,5054233.3
ALTRO GESTORE,2016 October 25,DA REALIZZARE,MUGGIA,TS,404335.9,5050557.1
VODAFONE OMNITEL,2011 January 28,REALIZZATO,CHIUSAFORTE,UD,369999.6,5140500.2
WIND-TRE,2018 March 21,REALIZZATO,GORIZIA,GO,392469,5088033
WIND-TRE,2017 May 05,REALIZZATO,PAULARO,UD,355279.1,5154848
TELECOM ITALIA MOBILE,2015 June 17,REALIZZATO,CODROIPO,UD,344045.5,5092097.1
VODAFONE OMNITEL,2014 June 17,REALIZZATO,ZOPPOLA,PN,329424.3,5093666.4
TELECOM ITALIA MOBILE,2017 June 27,REALIZZATO,TRIESTE,TS,407804.4,5053894.9
TELECOM ITALIA MOBILE,2014 March 17,REALIZZATO,TRAVESIO,PN,334684.9,5117908.3
ALTRO GESTORE,2003 July 28,REALIZZATO,CASARSA DELLA DELIZIA,PN,332778.9,5091076.7
WIND-TRE,2017 June 28,REALIZZATO,DUINO AURISINA,TS,398593.6,5068790
WIND-TRE,2018 March 28,REALIZZATO,DOLEGNA DEL COLLIO,GO,381783.7,5096337.8
WIND-TRE,2012 March 07,DA REALIZZARE,CORMONS,GO,381282.7,5090225.1
TELECOM ITALIA MOBILE,2012 June 25,REALIZZATO,MANIAGO,PN,322249,5114519.7
TELECOM ITALIA MOBILE,2014 January 27,REALIZZATO,FORGARIA NEL FRIULI,UD,343021.8,5118608.2
VODAFONE OMNITEL,2015 March 13,REALIZZATO,BERTIOLO,UD,349452.1,5089637.1
WIND-TRE,2005 January 17,REALIZZATO,LATISANA,UD,344767.2,5070861.3
TELECOM ITALIA MOBILE,2019 September 25,DA REALIZZARE,PRATA DI PORDENONE,PN,313425.9,5086081.3
WIND-TRE,2011 October 05,REALIZZATO,DOGNA,UD,370112.7,5144349.1
WIND-TRE,2018 April 04,REALIZZATO,STARANZANO,GO,383710,5073074.9
VODAFONE OMNITEL,2016 January 29,REALIZZATO,CIVIDALE DEL FRIULI,UD,383041.1,5106811.8
VODAFONE OMNITEL,2015 August 11,REALIZZATO,TALMASSONS,UD,354635.2,5088043.8
VODAFONE OMNITEL,2015 May 19,REALIZZATO,AQUILEIA,UD,373255.4,5069243.5
WIND-TRE,2015 February 26,REALIZZATO,CAMINO AL TAGLIAMENTO,UD,340736.7,5088255.9
VODAFONE OMNITEL,2014 December 17,REALIZZATO,ANDREIS,PN,317539.8,5117476.8
TELECOM ITALIA MOBILE,2014 August 13,DA REALIZZARE,CAMPOLONGO AL TORRE,UD,375017.3,5080362.9
TELECOM ITALIA MOBILE,2019 March 25,REALIZZATO,TALMASSONS,UD,354635.2,5088043.8
WIND-TRE,2013 March 01,DA REALIZZARE,BUIA,UD,354962.6,5118937.1
TELECOM ITALIA MOBILE,2017 June 19,REALIZZATO,UDINE,UD,361622.7,5101218.7
TELECOM ITALIA MOBILE,2014 June 17,REALIZZATO,ZOPPOLA,PN,329424.3,5093666.4
TELECOM ITALIA MOBILE,2015 June 23,REALIZZATO,MONFALCONE,GO,385345.5,5072301.3
VODAFONE OMNITEL,2014 September 01,REALIZZATO,FIUME VENETO,PN,322027.9,5087553.2
TELECOM ITALIA MOBILE,2012 July 25,REALIZZATO,PASIANO DI PORDENONE,PN,316628.8,5080620.5
TELECOM ITALIA MOBILE,2014 September 11,REALIZZATO,SAN GIORGIO DI NOGARO,UD,363117.7,5069428.9
TELECOM ITALIA MOBILE,2014 March 07,DA REALIZZARE,CORNO DI ROSAZZO,UD,379173.4,5094233.3
TELECOM ITALIA MOBILE,2014 April 23,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
WIND-TRE,2017 March 16,REALIZZATO,AVIANO,PN,313855.1,5101441
TELECOM ITALIA MOBILE,2017 November 22,REALIZZATO,SAN MARTINO AL TAGLIAMENTO,PN,334399.4,5098325.7
TELECOM ITALIA MOBILE,2017 August 22,DA REALIZZARE,TRIESTE,TS,405661,5054409.1
TELECOM ITALIA MOBILE,2017 September 07,REALIZZATO,CHIONS,PN,325309.1,5080626.3
TELECOM ITALIA MOBILE,2019 May 15,DA REALIZZARE,TRIESTE,TS,404642.9,5055066.7
VODAFONE OMNITEL,2016 January 15,DA REALIZZARE,BAGNARIA ARSA,UD,367036.3,5081883.3
WIND-TRE,2017 June 21,REALIZZATO,MONRUPINO,TS,409012,5061399.1
VODAFONE OMNITEL,2018 April 20,REALIZZATO,LIGNANO SABBIADORO,UD,352195.3,5058061.9
ALTRO GESTORE,2003 August 19,REALIZZATO,CERVIGNANO DEL FRIULI,UD,371782.2,5075626
VODAFONE OMNITEL,2014 November 21,DA REALIZZARE,PASIANO DI PORDENONE,PN,315476.7,5079850.9
TELECOM ITALIA MOBILE,2013 April 11,DA REALIZZARE,CANEVA,PN,301620.2,5093090.2
TELECOM ITALIA MOBILE,2017 January 05,DA REALIZZARE,TAIPANA,UD,375222.3,5122781.5
WIND-TRE,2017 December 22,REALIZZATO,GORIZIA,GO,393913.5,5089159.4
TELECOM ITALIA MOBILE,2017 November 15,DA REALIZZARE,UDINE,UD,365828.8,5096840
TELECOM ITALIA MOBILE,2017 June 15,REALIZZATO,TRIESTE,TS,405477,5055560
VODAFONE OMNITEL,2015 August 11,REALIZZATO,TAVAGNACCO,UD,362968.7,5106868.8
VODAFONE OMNITEL,2015 March 13,REALIZZATO,SAN GIORGIO DI NOGARO,UD,361453.4,5075787.6
WIND-TRE,2011 November 29,REALIZZATO,ROVEREDO IN PIANO,PN,314380,5098641.2
WIND-TRE,2017 March 30,REALIZZATO,SAN QUIRINO,PN,318994,5101247.9
WIND-TRE,2014 May 27,REALIZZATO,PORDENONE,PN,318457,5088472
VODAFONE OMNITEL,2014 April 10,REALIZZATO,FONTANAFREDDA,PN,309719,5089925.2
WIND-TRE,2017 December 22,REALIZZATO,GRADO,GO,374529.4,5059311.3
VODAFONE OMNITEL,2014 March 07,REALIZZATO,FAEDIS,UD,372286,5112099.8
WIND-TRE,2009 February 03,DA REALIZZARE,TRIESTE,TS,405450.3,5060117.4
VODAFONE OMNITEL,2006 April 20,REALIZZATO,SAN GIORGIO DELLA RICHINVELDA,PN,332602.9,5100053.8
WIND-TRE,2018 March 30,REALIZZATO,LATISANA,UD,343982.3,5071794.3
VODAFONE OMNITEL,2017 October 25,REALIZZATO,UDINE,UD,363068.9,5103996.7
ALTRO GESTORE,2007 November 19,REALIZZATO,TRIESTE,TS,405403.5,5054698.9
ALTRO GESTORE,2007 October 24,REALIZZATO,TRIESTE,TS,405665.1,5058266.1
VODAFONE OMNITEL,2014 January 30,REALIZZATO,CORDENONS,PN,322550.9,5094583.6
TELECOM ITALIA MOBILE,2014 May 13,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,2014 April 16,REALIZZATO,PORDENONE,PN,320347.3,5093527.5
WIND-TRE,2018 March 22,REALIZZATO,LIGNANO SABBIADORO,UD,351732.8,5057472.9
TELECOM ITALIA MOBILE,2014 January 13,REALIZZATO,PRADAMANO,UD,369256,5099722.3
WIND-TRE,2018 January 30,REALIZZATO,GORIZIA,GO,390826.5,5085382
WIND-TRE,2002 October 04,REALIZZATO,DOBERDO' DEL LAGO,GO,386681.8,5078385.9
TELECOM ITALIA MOBILE,2015 June 22,REALIZZATO,SAN GIORGIO DI NOGARO,UD,360761.6,5076523.8
WIND-TRE,2018 April 06,REALIZZATO,GORIZIA,GO,393371.6,5089211.9
ALTRO GESTORE,2006 July 20,DA REALIZZARE,UDINE,UD,362797.3,5103673.2
VODAFONE OMNITEL,2014 June 06,REALIZZATO,MONFALCONE,GO,385191.1,5074856.5
TELECOM ITALIA MOBILE,2018 July 27,REALIZZATO,MONFALCONE,GO,388776.4,5071860.2
TELECOM ITALIA MOBILE,2018 July 31,REALIZZATO,LATISANA,UD,344618.2,5070893.3
TELECOM ITALIA MOBILE,2014 June 23,REALIZZATO,MONTEREALE VALCELLINA,PN,320551.6,5107709.7
VODAFONE OMNITEL,2014 May 12,REALIZZATO,RONCHIS,UD,344916.9,5075125
VODAFONE OMNITEL,2014 September 30,REALIZZATO,POVOLETTO,UD,366454.7,5113491.8
TELECOM ITALIA MOBILE,2012 August 27,REALIZZATO,CORDENONS,PN,321995.9,5095410.1
VODAFONE OMNITEL,2017 November 07,REALIZZATO,GEMONA DEL FRIULI,UD,353820.1,5126371.7
TELECOM ITALIA MOBILE,2017 June 06,REALIZZATO,TRIESTE,TS,404526.8,5056112.2
ALTRO GESTORE,2006 October 11,REALIZZATO,UDINE,UD,361310.3,5100734.3
WIND-TRE,2014 July 07,REALIZZATO,TARVISIO,UD,390091.2,5149879.7
VODAFONE OMNITEL,2014 June 17,DA REALIZZARE,VILLESSE,GO,379181.6,5080168.4
VODAFONE OMNITEL,2015 September 09,REALIZZATO,MANZANO,UD,375107.6,5094094.1
VODAFONE OMNITEL,2017 November 10,REALIZZATO,CERVIGNANO DEL FRIULI,UD,371516.7,5075025.7
TELECOM ITALIA MOBILE,2014 September 17,REALIZZATO,SAN PIER D'ISONZO,GO,380778.6,5078225.9
VODAFONE OMNITEL,2009 July 21,REALIZZATO,DOLEGNA DEL COLLIO,GO,381766.6,5096332.1
TELECOM ITALIA MOBILE,2004 January 08,REALIZZATO,SACILE,PN,308550,5089728.3
VODAFONE OMNITEL,2014 September 18,REALIZZATO,TRIESTE,TS,403614,5055527.1
TELECOM ITALIA MOBILE,2017 November 07,DA REALIZZARE,UDINE,UD,363497.5,5104714.7
TELECOM ITALIA MOBILE,2014 April 09,REALIZZATO,AVIANO,PN,314613.1,5103985.4
VODAFONE OMNITEL,2015 May 15,DA REALIZZARE,ARTA TERME,UD,348395,5148557.3
VODAFONE OMNITEL,2015 July 14,REALIZZATO,GORIZIA,GO,393532.3,5089566
TELECOM ITALIA MOBILE,2018 December 06,REALIZZATO,UDINE,UD,361944.2,5103673.1
VODAFONE OMNITEL,2015 March 11,REALIZZATO,PORDENONE,PN,320880.9,5091384.4
WIND-TRE,2003 February 03,REALIZZATO,UDINE,UD,363310.3,5102757.3
VODAFONE OMNITEL,2014 August 27,REALIZZATO,CAMPOFORMIDO,UD,357667.8,5098535.6
WIND-TRE,2011 July 06,REALIZZATO,PONTEBBA,UD,370243,5152233.9
TELECOM ITALIA MOBILE,2019 August 28,DA REALIZZARE,ZOPPOLA,PN,327039.9,5092301
TELECOM ITALIA MOBILE,2014 April 03,REALIZZATO,PORDENONE,PN,317479.6,5093097.5
ALTRO GESTORE,2016 December 14,DA REALIZZARE,SPILIMBERGO,PN,338140.8,5108167.5
WIND-TRE,2018 March 19,REALIZZATO,LIGNANO SABBIADORO,UD,352951.5,5060093.9
TELECOM ITALIA MOBILE,2014 August 14,REALIZZATO,TRAMONTI DI SOTTO,PN,330675.1,5129357.1
VODAFONE OMNITEL,2014 August 22,REALIZZATO,BUDOIA,PN,309642.2,5102155.9
TELECOM ITALIA MOBILE,2014 March 14,REALIZZATO,CASSACCO,UD,358280.3,5113613.3
TELECOM ITALIA MOBILE,2010 September 24,REALIZZATO,TRIESTE,TS,406732.2,5055068.2
TELECOM ITALIA MOBILE,2017 June 16,REALIZZATO,TRIESTE,TS,405320,5055900.2
TELECOM ITALIA MOBILE,2015 May 14,REALIZZATO,RUDA,UD,376483.7,5077204.5
VODAFONE OMNITEL,2017 November 02,DA REALIZZARE,LIGNANO SABBIADORO,UD,354949.8,5061056.1
TELECOM ITALIA MOBILE,2015 February 24,REALIZZATO,SPILIMBERGO,PN,334835.2,5107284.6
VODAFONE OMNITEL,2014 May 29,REALIZZATO,MONFALCONE,GO,384783.5,5073660.3
TELECOM ITALIA MOBILE,2014 April 02,REALIZZATO,MANIAGO,PN,323145.1,5113596.2
WIND-TRE,2013 April 10,REALIZZATO,BASILIANO,UD,350630.8,5096082.8
VODAFONE OMNITEL,2016 November 08,REALIZZATO,MONFALCONE,GO,386792.8,5073058.5
WIND-TRE,2019 March 04,REALIZZATO,GRADISCA D'ISONZO,GO,383026.6,5083711.3
WIND-TRE,2017 July 28,REALIZZATO,TRIESTE,TS,408501.9,5054759.8
VODAFONE OMNITEL,2014 May 15,DA REALIZZARE,FORNI DI SOTTO,UD,319739.4,5140470.2
VODAFONE OMNITEL,2014 April 03,REALIZZATO,MUZZANA DEL TURGNANO,UD,355662.5,5075342
ALTRO GESTORE,2017 April 14,REALIZZATO,TRIESTE,TS,406732.2,5055068.2
ILIAD ITALIA,2018 November 20,DA REALIZZARE,UDINE,UD,362335.3,5102234.3
VODAFONE OMNITEL,2014 September 17,REALIZZATO,ROMANS D'ISONZO,GO,379372.6,5083663.4
ILIAD ITALIA,2019 September 30,DA REALIZZARE,AZZANO DECIMO,PN,319055.9,5087049.3
WIND-TRE,2012 April 05,DA REALIZZARE,ARTA TERME,UD,348395,5148557.3
VODAFONE OMNITEL,2014 March 31,REALIZZATO,CODROIPO,UD,346867.6,5090720
TELECOM ITALIA MOBILE,2016 December 16,REALIZZATO,ERTO E CASSO,PN,298272.8,5127390.6
WIND-TRE,2017 May 10,REALIZZATO,BICINICCO,UD,363630.1,5087830.7
VODAFONE OMNITEL,2015 June 22,DA REALIZZARE,SAN GIORGIO DELLA RICHINVELDA,PN,335679.8,5101632.7
VODAFONE OMNITEL,2015 April 29,REALIZZATO,CHIUSAFORTE,UD,382913.8,5138521.4
WIND-TRE,2018 February 16,REALIZZATO,DOBERDO' DEL LAGO,GO,389524.4,5075103.2
VODAFONE OMNITEL,2014 May 09,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
ILIAD ITALIA,2019 July 19,DA REALIZZARE,MONFALCONE,GO,384177.1,5075170
VODAFONE OMNITEL,2002 July 16,REALIZZATO,PONTEBBA,UD,368082.2,5157383.8
WIND-TRE,2013 July 29,REALIZZATO,POCENIA,UD,353529.8,5081722.8
TELECOM ITALIA MOBILE,2013 May 09,DA REALIZZARE,RIVIGNANO,UD,349698,5082845.8
ALTRO GESTORE,2007 November 15,REALIZZATO,TRIESTE,TS,405286.1,5058815.1
WIND-TRE,2014 May 16,REALIZZATO,MALBORGHETTO VALBRUNA,UD,383511.9,5151629.4
VODAFONE OMNITEL,2017 November 07,REALIZZATO,BUIA,UD,355742.6,5118538.1
VODAFONE OMNITEL,2015 August 20,REALIZZATO,BUIA,UD,355602.8,5120749.9
VODAFONE OMNITEL,2014 May 05,REALIZZATO,PORDENONE,PN,318775.9,5092039.2
VODAFONE OMNITEL,2014 February 24,REALIZZATO,SAN QUIRINO,PN,318983,5101195.9
TELECOM ITALIA MOBILE,2014 January 24,REALIZZATO,PINZANO AL TAGLIAMENTO,PN,338636.7,5114850.6
TELECOM ITALIA MOBILE,2017 December 13,DA REALIZZARE,UDINE,UD,364328.9,5103210
TELECOM ITALIA MOBILE,2017 October 31,REALIZZATO,UDINE,UD,365835.7,5102116.2
ALTRO GESTORE,2016 August 19,REALIZZATO,TRIESTE,TS,404262.3,5055899.2
TELECOM ITALIA MOBILE,2018 October 05,DA REALIZZARE,TRIESTE,TS,405505.8,5055032.4
VODAFONE OMNITEL,2004 December 21,REALIZZATO,GORIZIA,GO,392637.6,5086456.4
VODAFONE OMNITEL,2002 May 24,REALIZZATO,ARBA,PN,328822.9,5112176.6
TELECOM ITALIA MOBILE,2014 April 02,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,408520.3,5051100.8
VODAFONE OMNITEL,2015 August 28,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
VODAFONE OMNITEL,2017 October 25,REALIZZATO,PORDENONE,PN,319721,5091206.8
TELECOM ITALIA MOBILE,2017 December 22,REALIZZATO,SAN QUIRINO,PN,316410,5098152
VODAFONE OMNITEL,2015 November 16,DA REALIZZARE,PORDENONE,PN,320347.3,5093527.5
